label,text
0,"None.  Everyone believes in a god.  For some it is the god of humanity for others it is the god of sports, for some it is the Divine Being in heaven."
0,Have confidence in oneself. God bless*
0,"Just because he is purported to have said it, and christians believe it, doesn't make it true."
0,"To the person that says this doesn't happen in America - you're right, but barely. \n\nWe are allowing new TVs, and Cable television. \n\nI agree, it is a joke. These peole should be made to hate the fact that they are there. I say, and I'm being serious here, bring back the chain gangs. \n\nMake them HATE being incarcerated - and they may not want to follow the same path again that led them there."
0,"Godfather & Godmother is typically used for infants and childreen.  They are there as protectors for the infant/child and help guide the infant/child's parents in teaching about the Church.\n\nBaptism for an infant or child usually begins with a formal welcome into the Church community, often during a Sunday Mass.  Then the child being baptized, or their parents and godparents, is asked to reject Satan and all his works and proclaim their belief in the Holy Trinity and the Church.  Water is blessed, then placed on infant/child...child is annointed with sacred chrism...\n\nAdults get RCIA sponcers to be their support in their new Christian life.  These sponcers are recommended to be a parish member who is not family.  This allows the strenghening of the church to bond it's members; old and new."
0,"In the Qur'aan it says, ""...then marry women of your choice, two or three or four, but if you fear that you will not deal with them equally then only one..."" from the fourth surah(chapter), third verse. I've only given part of the verse cos its pretty long"
0,Buy her some lunch somewhere nice
0,Hi! The Day Of Silence is a day were everyone that supports Gays decide to be quiet for a whole day. The reason they do this is to support those unfurtunate people who cannot come out and say how they feel inside due to discrimination from families and society. We decide to be quiet just like them so people can know that its not just one or a couple of people that stay silent for a long period of there life pretending to be someone their not. So i think people should participate on the Day Of Silence and open up their minds and be more appreciative.
0,No it isn't written anywhere in the Quran that the rape of a women is acceptable in any circumstances. The punishment for rape is death.
0,"be as honest  with her as you have been with us...\nit may hurt for a moment..but in the end you discover a great friendship blooming out of your truthfulness...\n\nnot telling her, and avoiding her, will only lead to hurt for her and you.\nher, because she will always wonder why?\nand you, because you are carrying a secret, that would cause no harm to share...{guilt}"
0,There are places where a mistress will service your desires for such things if you know where to look!
0,"Both are anime, correct?\n1) The Virgin Mary is Watching (you)\n\n2) The Melancholy of Haruhi Suzumiya."
0,"ok---my original answer was lewd---but i'll assume that you are serious, so here goes.\n\nit's a comfort to you to suck your thumb.  i would try and see what situations make you want to do this.  do you do it when you're stressed?  frightened?  happy?\n\nother than being something childlike, i don't think there's any cause for worry.  look at it this way, i used to deal with stress by smoking.  i quit smoking to be healthy, and then i dealt with stress by eating.  i gained a ton of weight and now i try to just avoid stress, since i can't smoke or overeat anymore.\n\nabout the only negative thing about adult thumbsucking other than getting caught doing it would be the possibility that it could throw your teeth out of alignment.  your dentist could advise you on that better than i.\n\ngood luck."
0,don't know I have never been there.
0,"NO, NO\n\nWhat is the origin of the Trinity doctrine?\nThe New Encyclopædia Britannica says: “Neither the word Trinity, nor the explicit doctrine as such, appears in the New Testament, nor did Jesus and his followers intend to contradict the Shema in the Old Testament: ‘Hear, O Israel: The Lord our God is one Lord’ (Deut. 6:4). . . . The doctrine developed gradually over several centuries and through many controversies. . . . By the end of the 4th century . . . the doctrine of the Trinity took substantially the form it has maintained ever since.”Micropædia, Vol. X, p. 126.\nThe New Catholic Encyclopedia states: “The formulation ‘one God in three Persons’ was not solidly established, certainly not fully assimilated into Christian life and its profession of faith, prior to the end of the 4th century. But it is precisely this formulation that has first claim to the title the Trinitarian dogma. Among the Apostolic Fathers, there had been nothing even remotely approaching such a mentality or perspective.”\nIn The Encyclopedia Americana we read: “Christianity derived from Judaism and Judaism was strictly Unitarian [believing that God is one person]. The road which led from Jerusalem to Nicea was scarcely a straight one. Fourth century Trinitarianism did not reflect accurately early Christian teaching regarding the nature of God; it was, on the contrary, a deviation from this teaching\nDoes the Bible agree with those who teach that the Father and the Son are not separate and distinct individuals?\nMatt. 26:39, RS: “Going a little farther he [Jesus Christ] fell on his face and prayed, ‘My Father, if it be possible, let this cup pass from me; nevertheless, not as I will, but as thou wilt.’” (If the Father and the Son were not distinct individuals, such a prayer would have been meaningless. Jesus would have been praying to himself, and his will would of necessity have been the Father’s will.)\nJohn 8:17, 18, RS: “[Jesus answered the Jewish Pharisees:] In your law it is written that the testimony of two men is true; I bear witness to myself, and the Father who sent me bears witness to me.” (So, Jesus definitely spoke of himself as being an individual separate and distinct from the Father.)\nDoes the Bible teach that all who are said to be part of the Trinity are eternal, none having a beginning?\nCol. 1:15, 16, RS: “He [Jesus Christ] is the image of the invisible God, the first-born of all creation; for in him all things were created, in heaven and on earth.” In what sense is Jesus Christ “the first-born of all creation”? \n, the expression “the firstborn of” occurs upwards of 30 times in the Bible, and in each instance that it is applied to living creatures the same meaning applies—the firstborn is part of the group. “The firstborn of Israel” is one of the sons of Israel; “the firstborn of Pharaoh” is one of Pharaoh’s family; “the firstborn of beast” are themselves animals.\nDoes the Bible teach that none of those who are said to be included in the Trinity is greater or less than another, that all are equal, that all are almighty?\nMark 13:32, RS: “Of that day or that hour no ones knows, not even the angels in heaven, nor the Son, but only the Father.” (Of course, that would not be the case if Father, Son, and Holy Spirit were coequal, comprising one Godhead. And if, as some suggest, the Son was limited by his human nature from knowing, the question remains, Why did the Holy Spirit not know?)\n1 Cor. 11:3, RS: “I want you to understand that the head of every man is Christ, the head of a woman is her husband, and the head of Christ is God.” (Clearly, then, Christ is not God, and God is of superior rank to Christ. It should be noted that this was written about 55 C.E., some 22 years after Jesus returned to heaven. So the truth here stated applies to the relationship between God and Christ in heaven.)\nDoes the Bible teach that each of those said to be part of the Trinit"
0,try www.phonostar.com\n\nIt is a website with free internet radion worldwide including france
0,"It's not a bad word, just out-of-date -- like Negro.  I think the history of the mulatto experience (especially in the Americas) and the connotation assigned to the word by some of it's users is what upsets people.  As a 'technical mulatta' I'll tell you...I could give a damn."
0,we convert them the way we converted the pagans--either they say they denounce their demons or we set them on fire
0,Yes it hurt! Not as bad as logic and reason hurts every argument I may have though!
0,"Human nature. Also, atheists might enjoy talking about religion more, even if they don't beleive in any."
0,You have an anti social personality and are likely to develop into extremely violent tendencies. You should talk to a psychiatrist about this.
0,"I'm French. French society is just like everything and everybody else. People have this fixed idea that French people are annoying, skinny, pale, and poodle walking high society people. \nBut they do enjoy refined food and first impressions count. My relatives are very nice but they judge a bit too much. Besides that get it out of your head the annoying picture of French people!"
0,"There was a test called the ""Gate"" test and we all took it in first grade.  After that test my two best friends would leave the school we attended for ""accelerated"" learning  2-3 days of the week and I was stuck at school without them. \n\nBy the time I was in 6th grade I was getting in a lot of fights and suspended from school for hitting a teacher.  They of course sent me to the school counselor who opened my records and said, ""why didn't you attend the Gate program?  You got the highest scores in our district!""  I went on to get expelled from 2 High Schools, a Boarding School and even 2 Projects.\n\nMom and Dad never told me about the letter they got about passing the Gate exam.  They called the school back in first grade and said they didn't want their son to be ""different"" from the other kids.\n\nWhat were my dreams?  To be a Criminal... I won't go into detail, but not one stopped me.  Thankfully I learned from my mistakes before I ever got caught, I learned that being the tough guy left you with a dirty conscience... so now I'm serving in the military trying to repay my good luck in service to this country.\n\nCan't wait to get out, and just be ""different!"" =P\n\nMom and Dad... it's not your fault, but I can't help but wonder what might have been.\n\n*ADDED* A  few of my boys and I jam on Sundays... it's what we do instead of church, since it's the only time we are all off together when we are deployed here."
0,"There must be something else like bad credit etc. I'm a licensed realtor in FL and an addict. and if they actually said your past was the reason, that may be discriminatory, (especially if you get the rentors to say it was because of addiction, I know THAT would be discrimination.)\n\n I had DUI and Fellony posession five years ago too. I'm 5 years clean. If you are, quit bitching and give yourself a pat on the back (or let me)(I just did, ok). ABOVE EVERTHING ELSE, I'M CLEAN. Above everything else, YOUR CLEAN TODAY, so go to sleep and thank God.\n\nIt boils down to this, YOu can choose to be THE Victim, or you can CHOOSE to LEARN from it, quit living in the past, you either perform now (one day at a time) Or you don't, AND TRUST ME IT SOUNDS LIKE I HERE, ""POOR ME POOR ME POUR ME A DRINK."" Your the one who CHOSE to do drugs, that is why you have to pay. \n\nNow on the bright side, don't let some stupid rent B>S> get you down. You know who you are, and if it makes you feel better, I understand exactly how you feel. Notice I said ""how you feel"" not ""what your going through""\nAddiction is a disease of broken emotions. All addicts have the same stupid voice try to tell us we're no good. The voice is trying to convince you to go get high (poor you). You need a good workout followed by the sauna, 3 back to back meetings, four pots of coffe, and two packs of ciggarettes. If your in N.A., Try to find someone in there to rent you a place. If you were here, we would have you a place in a heartbeat, that is how N.A. is in FL. AA may be stronger where you live, YOu have to ask for help, unfortunatly; but everyone in AA and NA know ""how you feel""\nSeriously though, You should (at least for now) be able to find a place to live (temporarily) from some of your NA family. Actually, just switch to AA, you will find what you  need, but ask in a meeting. Yes, outloud, (during burning desire) Say, ""I'm fucked, and I need somewhere to stay until I figure this out, I need help please,) That's what I had to do. I had nothing; I was jobless, homeless, penniless, heartless; I had to beg for help in a meeting. Guess what, ten people bumrushed me after wards. They gave me a place to stay, rides to meetings, a job, a bike, any thing I needed, was there, so SPEAK UP>\n\n\nHEY TVINJECKLE, \nSHUT YOUR FUCKING MOUTH,\nYOU DON'T SAY THAT TO PEOPLE WHO ARE IN NEED,\nYOUR A FUCKING PANSY,\n\nhEY MANIC MAN,\nyOUR A LITTLE BITCH TOO,\nSHE GOT CAUGHT WITH DRUGS,\nDRUNK DRIVERS KILL MORE THAN ANY OTHER DRUG RELATED OFFENSE,"
0,"I understand your question but am not sure I understand your belief that mongolian features are any more pronounced than any other race. The features that we inherit are mostly due to geographics and weather. Ppl in tropical areas tend to be dark skinned, ppl in northern climates light skinned.As for the eyes, I dont know why they seem so much different than other races, but the facial features are similar to many races --broad cheek bones for example are found in native american and black cultures.."
0,"When you are kind and good to people, love your parents ( even though you occasionally tick them off... but you don't purposely hate them do you?) and you are caring to people who need your help... you are already praying and worshipping a wordless prayer.. you live a life of prayer.\n\nThen how is that UN-Christian? Christ did all of the above..although I am not sure about him ticking off God, Mary or Joseph.\n\nIf you pray EVERYDAY and attend Church EVERY DAY religiously, but is a hateful, nasty and violent person, then I think there is no christianity there.\n\nBetter a Good Hearted Luke-warm Christian who lives their life as a prayer to Christ than one who prays in public but lives as a bane to humanity"
0,"It's not a question. Being bi is something that someone is born with, maybe you are but haven't come to terms with it until now. Just take a deep breath and do what feels right. If being with another man feels right, good, if a woman:good. Remember, you are what you are, you already know the answer, your body knows just follow your heart!"
0,"i wouldn't say getting hit in the balls wouldn't hurt.  don't have a set myself, but i've heard it hurts.  as far as girls hitting guys, i don't think they should just hit guys unless they want to get hit back.  at least that's the way i grew up.  guys in my old neighborhood (i grew up in detroit) knew not to just jump on girls.  BUT if a girl hit a guy first, then she'd probably get ""decked and checked"".  in otherwords, she wouldn't do that agian.  lol.  but no guys didn't just go up to girls and start hitting them.  i understand where you're comming from though.  my brothers would never hit a girl, but if she hit him or kicked one of them just cause she was pissed off with them, but for no good reason (i.e. if some guy were trying to assult me of course i'd hit him) they were taught never to let ANYONE make a bitch out of them.  everyone has the right to stand up for themselves."
0,"Each given set, contains a given ruleset based upon the social conditions of those attending.\nFormal groups will almost always be restricted to discussing things in a very respectful or at least tasteful way, where as in an informal group the same-said people will by social conditioning have learned in that setting to relax and discuss topics without social reprimand(gossip,rejection,etc.)or at least somewhat less.\nTo make any reasonable assesment about a situation you must be able to compare two groups in similiar situations or combinations there-of.\nReference group would be your ideal set of conditions."
0,"The Roman empire was completely around the Mediterranean Sea, much easier to transport over water than over undeveloped roads (although the Romans built fantastic roads--macadam--that are still usable today)."
0,"I know of two people who through their talks with me have reconsidered what they believe.\n\nOne with his believe in the big bang.\n\nA second person went from being a strong Christian to a deist.\n\nThrough my conversations with you specifically I now believe the possiblity of my consciousness joining a greater consciousness when I die,  and continue my spiritually journey on this path.\n\nIf that is a conversion to whatever label that is, I wouldn't say I've converted, I would say its something I strongly consider."
0,"God made us to think for ourselves.  You are on the right track.\n\nReligion attempts to formulate our relationships with one another and with God.  Relationships are real.  Prophets are concerned about how we treat one another and get along with one another.  People come closer to God by coming closer to one another.\n\nChurches are big on preaching what to do, but churches (all of them) are human institutions and flawed.  Churches are often the worst when it comes to practicing what is preached.\n\nSo a true prophet is interested in our relationships, and in people.  Churchs are interested in the business side, the money, the rules, the restrictions.  God never intended to start any business."
0,"And you are hwapyung, aren't you."
0,"I don't see any problem with it, but your parents might."
0,"Probably because the ""God"" you speak of doesn't exist. In fact the God of the Bible cannot exist- if there is a creator, it must be intelligent, to be intelligent it must be able to choose, to be able to choose it must be able to make mistakes."
0,"right. love is love. if you love a person and are in a long term relationship and you want to be with that person forever, marry them\n\nif two people of the same gender, are in love and they marry then who can say that that is wrong? NO ONE"
0,"Quakers, Buddhists, Unitarians, and Atheists"
0,"Right now, this instant.  Worship is not only limited to going to church; it is feeding the poor, giving charity, greeting your brother with a smile, and planning to make a positive impact in the world, amongst other things.  Remember, there shall be a day which you will not complete--today could be that day! Strive in a way which is pleasing to God before it is too late!"
0,"The image Buddha represent wisdom and compassion..\nself-awareness and self-understanding gain from meditation/samadhi..\nThe Enlightened One..\nthose who see the image isn't to worship but to have faith that every human can progress, practice renunciation and loving-kindness, overcome ignorance,greed,fear,hatred and become Buddha eventually...\n\nwell i never seen Zaidiyyah Islam's image .. could you give links ?"
0,"its my lifestyle. it started as a hobby....now i dress because of 2 reasons....one is that i am a pre op TS, the other is simply that i love the look of feminine clothes. i love the way they feel on me. \nas far as being gay.....i am very straight (at least until my surgery next august), then i will be as TS/lesbian"
0,Like in what country? B/c here we just sue to get our money back.
0,"Would you mind stepping into the shade, Sir?\n\nI think the sun is a bit too hot for you, where you're at.\n\nYou look like you need to cool down a bit."
0,a very sad situation but wonder why the minister of the Church couldn't do something about this. what bothers me the most is the confidentiality issue along with others being hurt if the information fell into the wrong hands.\n\nselling these letters on e - bay might cause great personal trauma and harm to those involved. in my opinion these letters should not be sold but prayed over and then either shredded or burned.\n\na legal issue may be involved here depending on the laws rules and mores of the state.
0,Tonya Harding no doubt she is the real deal.
0,"Mark 14:50-52 \n\n Then they all forsook Him and fled.\nA Young Man Flees Naked\n   \n Now a certain young man followed Him, having a linen cloth thrown around his naked body. And the young men laid hold of him,  and he left the linen cloth and fled from them naked."
0,"many places, the best ones are \nhttp://youtube.com\nhttp://dailymotion.com\nhttp://blinkx.com"
0,It is indeed not fair at all...and Im checking your local legislation to see whether or not I can seek damages in civil court.
0,I have an avatar to hide my true identity.  My superiors might find out that I clown around on Yahoo! Answers and be worried that I am neglecting my role in the government.
0,"yes, it is possible. but that is not true love yet.  Try to appoarch her as a friend and get know of her better, you may find out she is not really that perfect or you may really find a true love.\n\nBe brave,  Don't give yourself a NO before other say a NO to you."
0,"There is no ( or at the very least, precious little) evidence of a person called Jesus outside of the bible.  Xians will say Josephus mentioned him, but in fact, the only translation we have of Josephus was done by a christian writer in the 4th century...we don't have it in the original Latin.  And what is mentioned is very weak and open to interpretation and very likely was subject to interpolation.\n\nThe Romans were meticulous record keepers.  If Jesus existed, and had fostered the kind of revolution that would get their attention by threatening Roman rule, performing miracles, there would be copious writings about him from the Romans, and other sources.\n\nPaul the Apostle is agreeably the earliest christian writer, and he wrote probably a couple decades after the putative events.  Yet Paul makes no reference to a recently living Christ...and if you read his works separate from the rest of the NT, he seems to be writing of a supernatural creature who fought a battle, died and rose again in a spiritual realm, eons ago.  Paul went to Jerusalem to visit Peter, and yet he makes no mention of a pilgramage to Golgotha, or the tomb or any sites that would be shrines to a real person recently living, crucified and risen again ascending into heaven. Paul is bizarrely disinterested in anything relating to a real physical Jesus.\n\nAll other accounts, were written much later.  The earliest Gospel of Mark (by the way, it wasn't written by anybody called Mark, it is anonymous) couldn't have been written any earlier than 40-50 years after the events.  The Gospels all contradict each other as to Jesus life, miracles and death.  I recommend any of Randall Helms books on the New Testament and Gospels for a detailed overview of the problems.\n\nIt really is quite interesting if you are prepared to have an open mind about it.  Jesus, if he existed, was at best a wandering prophet/holyman/philospher.  We have lots of legendary heroes with stories about them, like King Arthur, William Tell...but we know they never actually existed.  I think it more likely he never actually existed, and was created as a ""founding father"" in the heroic tradition by the early church."
0,oh boo hoo...bc smoking is great....go to better ventalated restaurants or stay at home...a lot of people like to smoke after they eat....im a smoker and my teeth are white....my nails are healthy....oh yeah and my breath doesn't stink....actually a lot of people can't tell i smoke unless they see me....i chew gum i wear perfume...im good to go...its people like you that are ruining it for us...so shh
0,"If I found a wallet, no matter how much money was in it (or lack of) I would call the numbers in it to try to return it.  If I could not get a hold of them then I would look up the name in the phone book or on the internet to try to track them down.  If I still could not get a hold of them, I would give the wallet to the police.  I would do that lastly since I don't really think that they are real active trying to find the owners of lost items.  \n\nTaking things that aren't yours, no matter if you ""found"" them or not is wrong."
0,We used to have a sheriff many years ago that would come into the cell block start pointing at people and say YOU YOU AND YOU come with me! He would then proceed too load these people into a county vehicle to mow the yard at his house once We got there  He said Beer is in the Fridge Booze is in the cupboard boys Let's play poker we sat and drank and played poker with the sheriff the entire afternoon TRUE STORY!
0,"yes, and it all depends on the gift of the person doing the reading."
0,"it's largely due to christian hate.\n\nchristians are preoccupied with a need to hate people.\n\nfor example, the moron above named Doc seems to think that being gay is a choice, so that makes some ""difference"" in a civil rights issue.\n\nif that was the case, then NO conscious choice we make would be protected.  but, religion and the freedom to choose your religious preference is protected under the constitution.  it's a choice that people make and often change during their lives.  and that is constitutionally protected as a civil right.\n\nbut most morons like Doc cannot think past their bibles and their religious/christian hate for others.  and those are the truly evil, hateful people in the world.  Doc is typical of the american christian who is preoccupied with what all american consenting adults do with their penises and vaginas at home.  he probably paces back and forth at home, on his 1972 orange shag carpet, wringing his hands and sweating, thinking and agonizing about all the male penises having sexual contact with other males all over the country...maybe even right next door to him!!  oh my goodness!!!!\n\n(PS - sexual orientation is not a choice.  but the point i made above is, even if it was a choice, it must still be a protected civil right...protected especially from those who choose christianity and choose to hate others.)"
0,NO SENSIBLE CHRISTIAN WOULD.\nIt goes against all principles of being Christian.....
0,"amphetamines, cocaine and Industrial techno does it for me"
0,"A Kodak EasyShare, 5.0 MegaPixel camera... I'm really into Photography :)"
0,"it loses it's elasticity, thereby allowing gravity to take effect on a woman's bosoms, but who's up 18 hours anyway, and if you are, do you wear a bra that long?"
0,"Are you ready for this?  This is a branch of philosophy called epistemology, or the the study of knowledge.  In order to answer how you really know what you think you know, you first have to know what knowledge is.  That isn't easy either.  In fact, how do I even know I exist and that I'm sitting at this computer typing and am not simply a brain in the jar in some mad scientists laboratory?  (Metaphysics)"
0,My faith gets stronger because many people question not only God but many other religions. So i am afraid that people are starting to be very selfish...and think they can live on there own...and that they are the kings and guiders of their lives. Since i have been participating in yahoo answers i find my self now to believe in God more than before!!!
0,We put our tree up during the first weekend of December - it's for the kids and it gives them time to get hysterical about christmas for a couple of weeks.
0,"Because you are a human being, you have a right to believe what you choose to believe. If someone doesn't like it, that's their problem, not your's."
0,"This one is my favorite:\nGarage\n731 Granby St.\nNorfolk, Virginia.\nPhone: (757) 623 0303.\n\nThere is also one ofr lesbians:\n\nCharlotte's Web\n6425 Tidewater Dr., Norfolk, Virginia.\nPhone (757) 853 5021."
0,Nothing is wrong with you.
0,"I just have to say that that idea that God is going to smash certain people with his big toe really doesn't go over well with me!  That is not how I see God at all.  To me, God would be perfect in love and knowledge, and therefore he would know what is making people act and think the way they do, and he would love them - not ""smash them with his big toe.""  That just paints such a stupid picture of God.  It is irreverant in my opinion.  Sorry Mainworry, that's just how it strikes me."
0,"Absolutely.  As long as you have a book, some candles, and some people, you are in business.  \n\nGod sold separately."
0,"have you truly read what hell is going to be like. if so , do you really have to ask why ?"
0,"Simple answer is Prohibition.  To explain a little more it is because hops, one of the main flavoring elements in beer is only used for one thing, and that is beer.  During Prohibition hops were not readily available since they were only used for making beer.  Beer was still brewed during Prohibition, it was just lightly hopped or not hopped at all.  Since that was all there was to drink was ""wee"" then that is what America drank.  After Prohibition was abolished people were used to drinking ""wee"" and that is what the factories produced.\n\nAnother reason for bad American beers is because they try to sell a cheap product so instead of using all malted barley they use adjuncts like corn and rice to cheapen the cost, and thus the lack of flavor."
0,http://www.abookofspells.com/Love_Spells/Drawing_in_a_Lover/index.html Here's a list of love spells. Good luck!
0,"According to her beliefs no, in christains eyes yes. But i believe people believe what they are taught and that is what religion is important to them not our beliefs we want to push on them"
0,Here you can find\n\nhttp://www.schizophrenia.com/cgi-bin/mt/mt-comments.cgi?entry_id=233\n\nif you need more contact me
0,"You can't! Without religion, there would be no hope, and without hope, chaos would consume us. There is no peace without religion."
0,"Because God wants us to have free will, the choice between doing right and wrong."
0,Congratulations!  There are no Gods... but many of us applaud you for being so active in exploring the possibilities.
0,"From, my mother who lives in Mexico and I have not seen her for 6 years. I would like to recieve all call from her, because I love her, she makes my day when we talk over the phone. She is my mother and she is my Holy Mother who gave me birth.\n\nShe is the person I will always want to hear from. Thank you Mommy!"
0,"You can't lump all Catholic into the same catagory.  Jesus said, ""Other sheep I have, which are not of this fold: them also I must bring, and they shall hear my voice; and there shall be one fold, and one shepherd.""  John 10:16.  He was talking about true believers in Christ, no matter where they are found.  He is bringing them into one fold with one shephard, which is Jesus Christ, not a man representing him.  It is true that if the head is corrupt the whole body is corrupt, but doesn't mean God still can't find sheep there and bring them out. Some have never made a commitment to Jesus Christ, but Christ's Holy Spirit is still influencing their heart toward him and will eventually be in that number when Jesus his people.  There are those who say they are born again Christians but will find themself outside heaven, because just counted one that one time experience, and falsely thinking that was all it took to get to heaven.  They never took the time to know him or serve him.  Every branch in me that beareth not fruit he taketh away: and every branch that beareth fruit, he purgeth it, that it may bring forth more fruit. Joh 15:2.  If you are not bearing fruit you get taken away and burned. ."
0,"Dr. Gene Scott died on February 21, 2005.\n\nThere is a great deal of controversy as to whether or not he was serious about his religion. This was due to his extravagant lifestyle and rather odd religious pronouncements. Many people still believe in his ministry and are helping keep his words alive, but many others thought of him as a charlatan.\n\nHere is one of many biographies written about him:\n\nhttp://www.rotten.com/library/bio/religion/dr-gene-scott/"
0,"No, they do not. It is partly physiological differences, but there are many obstacles and hidden barriers at the workplace and society still nonetheless.\n\nThe media has actually played a negative role recently and even towards men."
0,"I just had this conversation yesterday with my mother, what a coincidence. As someone who works in the childcare field, I feel really sad by the lack of men in this line of work. I feel that men have a lot to offer to children, especially children who may come from split homes and lack a male influence. It's interesting how people assume that about men, but not about women. They assume that men are born to be sex fiends, and women are born to be nurturers... well anyone with a brain knows that it doesn't work that way.\n\nMy heart goes out to you, I'm sure you get a lot of flack from people and that it's extremely frustrating. I remember a couple of guys in our program at school who actually dropped out, not because they didn't enjoy it, but because they were tired of being called perverts. \n\nPeople are paranoid and want to protect their children, that's a natural instinct. But assuming a man who works with children is a pedophile/molester is NOT healthy, and it makes me wonder how they're bringing up their children. And of course, those same people need to be reminded that there isn't a strong correlation between homosexuality and child molestation - male child molesters are more likely to molest little girls, often members of their family.\n\nBest Regards,\nHolly"
